name,mbti,gender,category,subcategory
George Davidson (GeorgeNotFound),istp,unknown,unknown,unknown
Bruce Lee,istp,unknown,unknown,unknown
Tom Cruise,istp,unknown,unknown,unknown
Jaehyun (NCT),istp,unknown,unknown,unknown
Clint Eastwood,istp,unknown,unknown,unknown
Snoop Dogg,istp,unknown,unknown,unknown
Scarlett Johansson,istp,unknown,unknown,unknown
Kobe B. Bryant,istp,unknown,unknown,unknown
Christian “Jerma” Bale,istp,unknown,unknown,unknown
Michael J. Jordan,istp,unknown,unknown,unknown
Raúl Álvarez (Auronplay),istp,unknown,unknown,unknown
Tom Hardy,istp,unknown,unknown,unknown
HyunJin (LOONA),istp,unknown,unknown,unknown
Dixie D'Amelio,istp,unknown,unknown,unknown
Artemis,istp,unknown,unknown,unknown
Johnny Cash,istp,unknown,unknown,unknown
Saiko Mene,istp,unknown,unknown,unknown
Harrison Ford,istp,unknown,unknown,unknown
Kourtney Kardashian,istp,unknown,unknown,unknown
39daph,istp,unknown,unknown,unknown
Musashi Miyamoto,istp,unknown,unknown,unknown
Jeno (NCT),istp,unknown,unknown,unknown
James Hetfield,istp,unknown,unknown,unknown
Seo Soojin,istp,unknown,unknown,unknown
Khabib Nurmagomedov,istp,unknown,unknown,unknown
Davie504,istp,unknown,unknown,unknown
Melania Trump,istp,unknown,unknown,unknown
Lee Sang-hyeok (Faker),istp,unknown,unknown,unknown
Richarlison,istp,unknown,unknown,unknown
Jeff The Killer,istp,unknown,unknown,unknown
Erling Haaland,istp,unknown,unknown,unknown
Juyeon (The Boyz),istp,unknown,unknown,unknown
Bear Grylls,istp,unknown,unknown,unknown
Lee Gahyeon (DREAMCATCHER),istp,unknown,unknown,unknown
Ernest Khalimov,istp,unknown,unknown,unknown
Kim Garam (김가람),istp,unknown,unknown,unknown
David Goggins,istp,unknown,unknown,unknown
Wang Yibo,istp,unknown,unknown,unknown
Sasha Grey,istp,unknown,unknown,unknown
Ashton Kutcher,istp,unknown,unknown,unknown
Kate Moss,istp,unknown,unknown,unknown
Max Verstappen,istp,unknown,unknown,unknown
Bill Skarsgård,istp,unknown,unknown,unknown
Narendra Modi (नरेंद्र मोदी),istp,unknown,unknown,unknown
Ricardo Alcaraz,istp,unknown,unknown,unknown
Sky Ferreira,istp,unknown,unknown,unknown
Mikhaila Peterson,istp,unknown,unknown,unknown
Miles Davis,istp,unknown,unknown,unknown
Iggy Azalea,istp,unknown,unknown,unknown
Nick Jonas,istp,unknown,unknown,unknown
Sylvester Stallone,istp,unknown,unknown,unknown
Tabbes,istp,unknown,unknown,unknown
Daniel Craig,istp,unknown,unknown,unknown
Emily Blunt,istp,unknown,unknown,unknown
Robert Lewandowski,istp,unknown,unknown,unknown
Christopher Langan,istp,unknown,unknown,unknown
Zinedine Zidane,istp,unknown,unknown,unknown
Tony Hawk,istp,unknown,unknown,unknown
Slash,istp,unknown,unknown,unknown
21 Savage,istp,unknown,unknown,unknown
Chad Chad,istp,unknown,unknown,unknown
Drista,istp,unknown,unknown,unknown
Jensen Ackles,istp,unknown,unknown,unknown
Pitty,istp,unknown,unknown,unknown
Hephaestus,istp,unknown,unknown,unknown
Jon Jones,istp,unknown,unknown,unknown
Luiz Felipe Pondé,istp,unknown,unknown,unknown
"Khalid b. Al-Walid, Rashidun Commander",istp,unknown,unknown,unknown
Noel Gallagher,istp,unknown,unknown,unknown
Chicha Amatayakul,istp,unknown,unknown,unknown
Jean-Michel Basquiat,istp,unknown,unknown,unknown
GG Allin,istp,unknown,unknown,unknown
Marques Brownlee (MKBHD),istp,unknown,unknown,unknown
Iberê Thenório (Manual do Mundo),istp,unknown,unknown,unknown
Arthas (папич),istp,unknown,unknown,unknown
Mia (EVERGLOW),istp,unknown,unknown,unknown
Mark Tuan (GOT7),istp,unknown,unknown,unknown
Øystein Aarseth (Euronymous),istp,unknown,unknown,unknown
Donald Trump,estp,unknown,unknown,unknown
Andrew Tate,estp,unknown,unknown,unknown
Jair Bolsonaro,estp,unknown,unknown,unknown
Zeus,estp,unknown,unknown,unknown
Amber Heard,estp,unknown,unknown,unknown
Alexander the Great,estp,unknown,unknown,unknown
Noah Schnapp,estp,unknown,unknown,unknown
Thomas Edison,estp,unknown,unknown,unknown
Angelina Jolie,estp,unknown,unknown,unknown
Emma Chamberlain,estp,unknown,unknown,unknown
SNEAKO,estp,unknown,unknown,unknown
Megan Thee Stallion,estp,unknown,unknown,unknown
Darren Watkins (iShowSpeed),estp,unknown,unknown,unknown
Dwayne “The Rock” Johnson,estp,unknown,unknown,unknown
Joe Rogan,estp,unknown,unknown,unknown
"Yuqi, (G)I-DLE",estp,unknown,unknown,unknown
Madonna,estp,unknown,unknown,unknown
Henry VIII,estp,unknown,unknown,unknown
Seo Changbin (Stray Kids),estp,unknown,unknown,unknown
Kylian Mbappé,estp,unknown,unknown,unknown
Conor McGregor,estp,unknown,unknown,unknown
Murdoc Faust Niccals,estp,unknown,unknown,unknown
Jake Paul,estp,unknown,unknown,unknown
Zlatan Ibrahimovic,estp,unknown,unknown,unknown
Machine Gun Kelly,estp,unknown,unknown,unknown
George W. Bush,estp,unknown,unknown,unknown
Axl Rose,estp,unknown,unknown,unknown
Yuta (NCT),estp,unknown,unknown,unknown
Epicurus,estp,unknown,unknown,unknown
Theodore Roosevelt,estp,unknown,unknown,unknown
Blaire White,estp,unknown,unknown,unknown
Olajide William Olatunji (KSI),estp,unknown,unknown,unknown
Ernest Hemingway,estp,unknown,unknown,unknown
Chenle (NCT),estp,unknown,unknown,unknown
P!nk,estp,unknown,unknown,unknown
Alfred Hitchcock,estp,unknown,unknown,unknown
50 Cent,estp,unknown,unknown,unknown
Diego Maradona,estp,unknown,unknown,unknown
Niall Horan,estp,unknown,unknown,unknown
Ares,estp,unknown,unknown,unknown
Frank Sinatra,estp,unknown,unknown,unknown
YeoJin (LOONA),estp,unknown,unknown,unknown
Robert Jay Perez (Kubz Scouts),estp,unknown,unknown,unknown
Tyler Steinkamp (loltyler1),estp,unknown,unknown,unknown
Samuel L. Jackson,estp,unknown,unknown,unknown
Danilo Gentili,estp,unknown,unknown,unknown
Ben Affleck,estp,unknown,unknown,unknown
JustaMinx,estp,unknown,unknown,unknown
An Yujin (IVE),estp,unknown,unknown,unknown
Jordi Carrillo de Albornoz (Jordi Wild),estp,unknown,unknown,unknown
Daniel Keem (Keemstar),estp,unknown,unknown,unknown
SUPER XANDÃO,estp,unknown,unknown,unknown
Casimiro,estp,unknown,unknown,unknown
Andrea Botez,estp,unknown,unknown,unknown
Oscar Isaac,estp,unknown,unknown,unknown
Rodrigo Duterte,estp,unknown,unknown,unknown
Alia Shelesh (SSSniperWolf),estp,unknown,unknown,unknown
Sergio Ramos,estp,unknown,unknown,unknown
HowToBasic,estp,unknown,unknown,unknown
Anthony Mackie,estp,unknown,unknown,unknown
CL,estp,unknown,unknown,unknown
BamBam (GOT7),estp,unknown,unknown,unknown
Novak Djokovic,estp,unknown,unknown,unknown
Cain,estp,unknown,unknown,unknown
Matteo Salvini,estp,unknown,unknown,unknown
Stephen Curry,estp,unknown,unknown,unknown
Cenk Uygur,estp,unknown,unknown,unknown
Kevin Spacey,estp,unknown,unknown,unknown
"Prince Philip, Duke of Edinburgh",estp,unknown,unknown,unknown
Luca Kaneshiro,estp,unknown,unknown,unknown
BarryTube,estp,unknown,unknown,unknown
Sir Arthur Conan Doyle,estp,unknown,unknown,unknown
Minhyuk (Monsta X),estp,unknown,unknown,unknown
Rebal D,estp,unknown,unknown,unknown
Silvio Santos (Senor Abravanel),estp,unknown,unknown,unknown
Charlie Sheen,estp,unknown,unknown,unknown
Pelé,estp,unknown,unknown,unknown
Chris Sturniolo,estp,unknown,unknown,unknown
Drew Afualo,estp,unknown,unknown,unknown
Jack Manifold (JackManifoldTV),estp,unknown,unknown,unknown
Marquis De Sade,estp,unknown,unknown,unknown
Andrew Jackson,estp,unknown,unknown,unknown
"Emiliano ""Dibu"" Martínez",estp,unknown,unknown,unknown
Roger Taylor,estp,unknown,unknown,unknown
Sun Wukong or Monkey King,estp,unknown,unknown,unknown
Isabella Avila (onlyjayus),estp,unknown,unknown,unknown
Ice Spice,estp,unknown,unknown,unknown
Hyoyeon (SNSD),estp,unknown,unknown,unknown
Pedro Sánchez,estp,unknown,unknown,unknown
J. K. Rowling,infj,unknown,unknown,unknown
Zendaya,infj,unknown,unknown,unknown
Jordan Peterson,infj,unknown,unknown,unknown
Jesus,infj,unknown,unknown,unknown
Carl Jung,infj,unknown,unknown,unknown
RM (BTS),infj,unknown,unknown,unknown
Frank James,infj,unknown,unknown,unknown
MARINA,infj,unknown,unknown,unknown
Osamu Dazai,infj,unknown,unknown,unknown
Fyodor Dostoyevsky,infj,unknown,unknown,unknown
Mina (TWICE),infj,unknown,unknown,unknown
Marcus Aurelius,infj,unknown,unknown,unknown
Plato,infj,unknown,unknown,unknown
Marilyn Manson,infj,unknown,unknown,unknown
Kendrick Lamar,infj,unknown,unknown,unknown
George Harrison,infj,unknown,unknown,unknown
Hozier,infj,unknown,unknown,unknown
Prophet Muhammad,infj,unknown,unknown,unknown
Arthur Schopenhauer,infj,unknown,unknown,unknown
Joan of Arc,infj,unknown,unknown,unknown
Ranboo,infj,unknown,unknown,unknown
Rooney Mara,infj,unknown,unknown,unknown
NF,infj,unknown,unknown,unknown
Benedict Cumberbatch,infj,unknown,unknown,unknown
Siddhārtha Gautama / Buddha,infj,unknown,unknown,unknown
River Phoenix,infj,unknown,unknown,unknown
Heeseung (ENHYPEN),infj,unknown,unknown,unknown
Amy Lee,infj,unknown,unknown,unknown
Yves (LOONA),infj,unknown,unknown,unknown
Cate Blanchett,infj,unknown,unknown,unknown
Ludwig Wittgenstein,infj,unknown,unknown,unknown
Dante Alighieri,infj,unknown,unknown,unknown
Noam Chomsky,infj,unknown,unknown,unknown
Leo Tolstoy,infj,unknown,unknown,unknown
Daniel Howell,infj,unknown,unknown,unknown
Mel Gibson,infj,unknown,unknown,unknown
Thomas Jefferson,infj,unknown,unknown,unknown
Agatha Christie,infj,unknown,unknown,unknown
Pythagoras of Samos,infj,unknown,unknown,unknown
Yoko Ono,infj,unknown,unknown,unknown
Sam Harris,infj,unknown,unknown,unknown
Sufjan Stevens,infj,unknown,unknown,unknown
Hongjoong (ATEEZ),infj,unknown,unknown,unknown
Baruch Spinoza,infj,unknown,unknown,unknown
Nicole Kidman,infj,unknown,unknown,unknown
César Hernández Padrón (Esquizofrenia Natural/Cordura Artificial),infj,unknown,unknown,unknown
Emily Dickinson,infj,unknown,unknown,unknown
Andrei Tarkovsky,infj,unknown,unknown,unknown
Claudio Naranjo,infj,unknown,unknown,unknown
Ethan Torchio,infj,unknown,unknown,unknown
"JAY B ""JB"" (GOT7)",infj,unknown,unknown,unknown
Till Lindemann,infj,unknown,unknown,unknown
Hermann Hesse,infj,unknown,unknown,unknown
Isaiah Markin (Wendigoon),infj,unknown,unknown,unknown
Serj Tankian,infj,unknown,unknown,unknown
Xiaojun (WayV) (NCT),infj,unknown,unknown,unknown
Kentaro Miura,infj,unknown,unknown,unknown
Billy Corgan,infj,unknown,unknown,unknown
Dami (DREAMCATCHER),infj,unknown,unknown,unknown
Medusa,infj,unknown,unknown,unknown
Pedro II of Brazil,infj,unknown,unknown,unknown
J. Cole,infj,unknown,unknown,unknown
Lars von Trier,infj,unknown,unknown,unknown
Ruhollah Khomeini (روح‌الله خمینی),infj,unknown,unknown,unknown
Nick Cave,infj,unknown,unknown,unknown
Simone de Beauvoir,infj,unknown,unknown,unknown
Jinni (NMIXX),infj,unknown,unknown,unknown
Diggo,infj,unknown,unknown,unknown
Viktor Frankl,infj,unknown,unknown,unknown
Ayrton Senna,infj,unknown,unknown,unknown
Ike Eveland,infj,unknown,unknown,unknown
Gong Yoo,infj,unknown,unknown,unknown
Penn Badgley,infj,unknown,unknown,unknown
Tori Amos,infj,unknown,unknown,unknown
Megurine Luka,infj,unknown,unknown,unknown
Edward Norton,infj,unknown,unknown,unknown
James Joyce,infj,unknown,unknown,unknown
Niels Bohr,infj,unknown,unknown,unknown
Mary Shelley,infj,unknown,unknown,unknown
Olivia Sun (oliSUNvia),infj,unknown,unknown,unknown
Daniel Day-Lewis,infj,unknown,unknown,unknown
Pregame Shuichi Saihara,infj,unknown,unknown,unknown
Leonard Cohen,infj,unknown,unknown,unknown
Joyce Meng,infj,unknown,unknown,unknown
Alan Rickman,infj,unknown,unknown,unknown
Jeremy Corbyn,infj,unknown,unknown,unknown
Yuju (GFRIEND),infj,unknown,unknown,unknown
Alanis Morissette,infj,unknown,unknown,unknown
Ingmar Bergman,infj,unknown,unknown,unknown
Paul Dano,infj,unknown,unknown,unknown
Jane Goodall,infj,unknown,unknown,unknown
Xiao Zhan (Sean Xiao),infj,unknown,unknown,unknown
Jimin (BTS),enfj,unknown,unknown,unknown
Harry Styles,enfj,unknown,unknown,unknown
Bang Chan (Stray Kids),enfj,unknown,unknown,unknown
Beomgyu (TXT),enfj,unknown,unknown,unknown
Anya Taylor-Joy,enfj,unknown,unknown,unknown
Tupac Shakur,enfj,unknown,unknown,unknown
Hatsune Miku,enfj,unknown,unknown,unknown
Jada Pinkett Smith,enfj,unknown,unknown,unknown
Meghan Markle,enfj,unknown,unknown,unknown
Alexandria Ocasio-Cortez,enfj,unknown,unknown,unknown
Luis Inácio ‘Lula’ da Silva,enfj,unknown,unknown,unknown
Drake,enfj,unknown,unknown,unknown
Emma Stone,enfj,unknown,unknown,unknown
Madison Beer,enfj,unknown,unknown,unknown
Demi Lovato,enfj,unknown,unknown,unknown
Sydney Sweeney,enfj,unknown,unknown,unknown
Damon Albarn,enfj,unknown,unknown,unknown
Dove Cameron,enfj,unknown,unknown,unknown
Anthony Fantano (theneedledrop),enfj,unknown,unknown,unknown
Choerry (LOONA),enfj,unknown,unknown,unknown
Oprah Winfrey,enfj,unknown,unknown,unknown
Mikhail Varshavski,enfj,unknown,unknown,unknown
Nilce Moretto,enfj,unknown,unknown,unknown
Ekrem İmamoğlu,enfj,unknown,unknown,unknown
Saoirse Ronan,enfj,unknown,unknown,unknown
Justin Trudeau,enfj,unknown,unknown,unknown
Chanyeol (EXO),enfj,unknown,unknown,unknown
Huh Yunjin (LE SSERAFIM),enfj,unknown,unknown,unknown
Sabrina Carpenter,enfj,unknown,unknown,unknown
Anthony Padilla,enfj,unknown,unknown,unknown
Samuel de Luque (Vegetta777),enfj,unknown,unknown,unknown
Hamza,enfj,unknown,unknown,unknown
Gary Vaynerchuk (Gary Vee),enfj,unknown,unknown,unknown
Johann Wolfgang von Goethe,enfj,unknown,unknown,unknown
Solar (MAMAMOO),enfj,unknown,unknown,unknown
Matthew McConaughey,enfj,unknown,unknown,unknown
Cicero,enfj,unknown,unknown,unknown
Suho (EXO),enfj,unknown,unknown,unknown
Gal Gadot,enfj,unknown,unknown,unknown
Rosalía,enfj,unknown,unknown,unknown
Vox Akuma,enfj,unknown,unknown,unknown
Rick Astley,enfj,unknown,unknown,unknown
Hugh Jackman,enfj,unknown,unknown,unknown
"Andrey Koval (Windy31, WinDay, Haosit , Comrade Kuyash)",enfj,unknown,unknown,unknown
Franz Liszt,enfj,unknown,unknown,unknown
Anthony Kiedis,enfj,unknown,unknown,unknown
Danielle (NewJeans),enfj,unknown,unknown,unknown
Kanae,enfj,unknown,unknown,unknown
Lea Michele,enfj,unknown,unknown,unknown
"Minnie, (G)I-DLE",enfj,unknown,unknown,unknown
Hailee Steinfeld,enfj,unknown,unknown,unknown
Charlie Houpert (Charisma on Command),enfj,unknown,unknown,unknown
Jean-Luc Mélenchon,enfj,unknown,unknown,unknown
Kit Connor,enfj,unknown,unknown,unknown
Chloe Grace Moretz,enfj,unknown,unknown,unknown
Willem Dafoe,enfj,unknown,unknown,unknown
Kate Winslet,enfj,unknown,unknown,unknown
Meghan LeVota,enfj,unknown,unknown,unknown
Q (The Boyz),enfj,unknown,unknown,unknown
Medea,enfj,unknown,unknown,unknown
Jessica Chastain,enfj,unknown,unknown,unknown
Chris Ulmer (Special Books by Special Kids),enfj,unknown,unknown,unknown
Vivien Leigh,enfj,unknown,unknown,unknown
Bono,enfj,unknown,unknown,unknown
Pope St John Paul II,enfj,unknown,unknown,unknown
Ewan McGregor,enfj,unknown,unknown,unknown
Bradley Cooper,enfj,unknown,unknown,unknown
Jameela Jamil,enfj,unknown,unknown,unknown
Victoria Justice,enfj,unknown,unknown,unknown
Yassine Bounou,enfj,unknown,unknown,unknown
Robert Plant,enfj,unknown,unknown,unknown
Tony Blair,enfj,unknown,unknown,unknown
QTCinderella,enfj,unknown,unknown,unknown
Jacinda Ardern,enfj,unknown,unknown,unknown
Benji Krol,enfj,unknown,unknown,unknown
Noah Beck,enfj,unknown,unknown,unknown
Kang Daniel,enfj,unknown,unknown,unknown
Nina Dobrev,enfj,unknown,unknown,unknown
Sadhguru Jaggi Vasudev,enfj,unknown,unknown,unknown
Abbey Howe,enfj,unknown,unknown,unknown
Paola Carosella,enfj,unknown,unknown,unknown
Gisele Bündchen,enfj,unknown,unknown,unknown
Janelle Monáe,enfj,unknown,unknown,unknown
Reese Witherspoon,enfj,unknown,unknown,unknown
Shallon Lester,enfj,unknown,unknown,unknown
Lee Chaeyeon,enfj,unknown,unknown,unknown
Ryan Trahan,enfj,unknown,unknown,unknown
Billie Eilish,isfp,unknown,unknown,unknown
Lana Del Rey,isfp,unknown,unknown,unknown
Jungkook (BTS),isfp,unknown,unknown,unknown
Hwang Hyunjin (Stray Kids),isfp,unknown,unknown,unknown
Lady Gaga,isfp,unknown,unknown,unknown
Jennie (BLACKPINK),isfp,unknown,unknown,unknown
Marilyn Monroe,isfp,unknown,unknown,unknown
Michael Jackson,isfp,unknown,unknown,unknown
Lionel Messi,isfp,unknown,unknown,unknown
Lorde,isfp,unknown,unknown,unknown
Rihanna,isfp,unknown,unknown,unknown
Conan Gray,isfp,unknown,unknown,unknown
Alex Turner,isfp,unknown,unknown,unknown
Amy Winehouse,isfp,unknown,unknown,unknown
The Weeknd,isfp,unknown,unknown,unknown
Britney Spears,isfp,unknown,unknown,unknown
Halsey,isfp,unknown,unknown,unknown
Corpse Husband,isfp,unknown,unknown,unknown
Hirai Momo (TWICE),isfp,unknown,unknown,unknown
Clairo,isfp,unknown,unknown,unknown
Avril Lavigne,isfp,unknown,unknown,unknown
Lil Peep,isfp,unknown,unknown,unknown
Dua Lipa,isfp,unknown,unknown,unknown
XXXTENTACION,isfp,unknown,unknown,unknown
Taeyong (NCT),isfp,unknown,unknown,unknown
Seulgi (Red Velvet),isfp,unknown,unknown,unknown
Alexa Demie,isfp,unknown,unknown,unknown
Frank Ocean,isfp,unknown,unknown,unknown
Zayn Malik,isfp,unknown,unknown,unknown
Sulli,isfp,unknown,unknown,unknown
Kai (EXO),isfp,unknown,unknown,unknown
Frida Kahlo,isfp,unknown,unknown,unknown
Yang Jeongin “I.N” (Stray Kids),isfp,unknown,unknown,unknown
Brad Pitt,isfp,unknown,unknown,unknown
Frédéric Chopin,isfp,unknown,unknown,unknown
girl in red,isfp,unknown,unknown,unknown
King Charles III,isfp,unknown,unknown,unknown
Lily-Rose Depp,isfp,unknown,unknown,unknown
Jack Harlow,isfp,unknown,unknown,unknown
June Lapine (Shoe0nHead),isfp,unknown,unknown,unknown
Arthur Aguiar (BBB22),isfp,unknown,unknown,unknown
Mina Le,isfp,unknown,unknown,unknown
Mike Tyson,isfp,unknown,unknown,unknown
Yuzuru Hanyu,isfp,unknown,unknown,unknown
Chase Hudson (lilhuddy),isfp,unknown,unknown,unknown
Bella Poarch,isfp,unknown,unknown,unknown
THE8 (SEVENTEEN),isfp,unknown,unknown,unknown
Jennette McCurdy,isfp,unknown,unknown,unknown
Prince,isfp,unknown,unknown,unknown
FKA twigs,isfp,unknown,unknown,unknown
Playboi Carti,isfp,unknown,unknown,unknown
Christina Aguilera,isfp,unknown,unknown,unknown
Sapnap,isfp,unknown,unknown,unknown
Adam Sandler,isfp,unknown,unknown,unknown
Hwasa (MAMAMOO),isfp,unknown,unknown,unknown
Julian Casablancas,isfp,unknown,unknown,unknown
Jimi Hendrix,isfp,unknown,unknown,unknown
Vernon (SEVENTEEN),isfp,unknown,unknown,unknown
Sunmi,isfp,unknown,unknown,unknown
Ten (WayV) (NCT),isfp,unknown,unknown,unknown
Charles Bukowski,isfp,unknown,unknown,unknown
Giselle (aespa),isfp,unknown,unknown,unknown
Dakota Johnson,isfp,unknown,unknown,unknown
Kennedy Walsh,isfp,unknown,unknown,unknown
Lee Taemin (SHINee),isfp,unknown,unknown,unknown
Achilles,isfp,unknown,unknown,unknown
Emma Myers,isfp,unknown,unknown,unknown
Sebastian Stan,isfp,unknown,unknown,unknown
Hunter Schafer,isfp,unknown,unknown,unknown
San (ATEEZ),isfp,unknown,unknown,unknown
Troye Sivan,isfp,unknown,unknown,unknown
Michelangelo Buonarroti,isfp,unknown,unknown,unknown
Ryan Gosling,isfp,unknown,unknown,unknown
Willow Smith,isfp,unknown,unknown,unknown
Kali Uchis,isfp,unknown,unknown,unknown
Justin Timberlake,isfp,unknown,unknown,unknown
Sir Lewis Hamilton,isfp,unknown,unknown,unknown
James Dean,isfp,unknown,unknown,unknown
Jared Leto,isfp,unknown,unknown,unknown
Narcissus,isfp,unknown,unknown,unknown
Steven Spielberg,isfp,unknown,unknown,unknown
Michelangelo Caravaggio,isfp,unknown,unknown,unknown
Ester Expósito,isfp,unknown,unknown,unknown
Amberlynn Reid,isfp,unknown,unknown,unknown
Zoë Kravitz,isfp,unknown,unknown,unknown
Jake Tuonto (Tuonto),isfp,unknown,unknown,unknown
Kim Chaewon (LE SSERAFIM),isfp,unknown,unknown,unknown
Chino Moreno,isfp,unknown,unknown,unknown
Lil Uzi Vert,isfp,unknown,unknown,unknown
Sappho,isfp,unknown,unknown,unknown
Hong Eunchae (LE SSERAFIM),isfp,unknown,unknown,unknown
Taylor Momsen,isfp,unknown,unknown,unknown
Nikocado Avocado,esfp,unknown,unknown,unknown
Nicki Minaj,esfp,unknown,unknown,unknown
Cristiano Ronaldo,esfp,unknown,unknown,unknown
Freddie Mercury,esfp,unknown,unknown,unknown
Lisa (BLACKPINK),esfp,unknown,unknown,unknown
Miley Cyrus,esfp,unknown,unknown,unknown
Aphrodite,esfp,unknown,unknown,unknown
Jeffree Star,esfp,unknown,unknown,unknown
Nayeon (TWICE),esfp,unknown,unknown,unknown
Cardi B,esfp,unknown,unknown,unknown
Jung Ho-yeon,esfp,unknown,unknown,unknown
Kylie Jenner,esfp,unknown,unknown,unknown
Camila Cabello,esfp,unknown,unknown,unknown
Justin Bieber,esfp,unknown,unknown,unknown
Ollie London,esfp,unknown,unknown,unknown
